Setup,Operation,Strategy,Tool,RPM,Feed,CuttingSpeed,DepthOfCut,StepOver,StepDown
Z-Rail-Mount (2),2D Pocket1 (15),pocket2d,#27 - Ø14mm flat (14mm Flat Endmill),4851.04266544096845,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Z-Rail-Mount (2),2D Pocket1 (16),pocket2d,#15 - Ø10mm flat (10mm Flat Endmill),4851.04266544096845,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Z-Rail-Mount (2),2D Pocket1 (17),pocket2d,#15 - Ø10mm flat (10mm Flat Endmill),4851.04266544096845,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Z-Rail-Mount (2),2D Pocket1 (18),pocket2d,#27 - Ø14mm flat (14mm Flat Endmill),4851.04266544096845,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Z-Rail-Mount (2),Drill1 (5),drill,#2 - Ø5mm 90° spot drill (5mm Spot Drill),tool_type == 'probe' ? 0 : tool_type == 'tap right hand' || tool_type == 'tap left hand' ? 500rpm : 5000rpm,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,tool_diameter * 0.3,tool_fluteLength * 0.9
Z-Rail-Mount (2),2D Contour8 (3),contour2d,#27 - Ø14mm flat (14mm Flat Endmill),4851.04266544096845,351.186 mm/min,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Z-Rail-Mount (2),2D Contour8 (4),contour2d,#21 - Ø19.95mm flat (20 mm Flat Endmill),4851.04266544096845,632.00274036699443,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,1.34657845604351,18.75
Z-Rail-Mount (2),Drill14 (3),drill,#2 - Ø5mm 90° spot drill (5mm Spot Drill),1746.37535955874955,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,1.34657845604351,18.75
Z-Rail-Mount-40,Drill14,drill,#2 - Ø5mm 90° spot drill (5mm Spot Drill),1746.37535955874955,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,1.34657845604351,18.75
XY-MountPlate,2D Pocket6,pocket2d,#27 - Ø14mm flat (14mm Flat Endmill),4851.04266544096936,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
XY-MountPlate,2D Pocket6 (2),pocket2d,#15 - Ø10mm flat (10mm Flat Endmill),9702.08533088194054,3205.73902987042902,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,Drill3,drill,#2 - Ø5mm 90° spot drill (5mm Spot Drill),5821.25119852916396,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,Drill3 (3),drill,#2 - Ø5mm 90° spot drill (5mm Spot Drill),5821.25119852916396,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,Drill3 (2),drill,#7 - Ø4mm 90° spot drill (4mm Drill),5821.25119852916396,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,2D Pocket8,pocket2d,#7 - Ø6mm flat (6mm Flat Endmill),9702.08533088194054,3205.73902987042902,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,2D Pocket8 (2),pocket2d,#7 - Ø6mm flat (6mm Flat Endmill),9702.08533088194054,3205.73902987042902,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,2.23699163893173,18.75
XY-MountPlate,2D Pocket9,pocket2d,#15 - Ø10mm flat (10mm Flat Endmill),9702.08533088194054,4050.87368003380016,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,1.34657845604351,18.75
