Setup,Operation,Strategy,Tool,RPM,Feed,CuttingSpeed,DepthOfCut,StepOver,StepDown
Setup10 (4),2D Pocket6 (10),pocket2d,#27 - Ø14mm flat (14mm Flat HSS-2F),9702.08533088192962,3205.73902987043402,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (4),2D Pocket6 (12),pocket2d,#27 - Ø14mm flat (14mm Flat HSS-2F),9702.08533088192962,3205.73902987043402,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (4),2D Contour1 (14),contour2d,#27 - Ø14mm flat (14mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (4),2D Contour1 (18),contour2d,#27 - Ø14mm flat (14mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (4),2D Contour19 (2),contour2d,#6 - Ø8mm flat (16mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),Probe WCS4 (6),probe,#100 - Ø6mm probe (TS640 50x6),,1000mmpm,,tool_fluteLength / 2,tool_diameter * 0.5,1.0mm
Setup10 (5),Drill1 (15),drill,#5 - Ø8mm drill,4158.03657037797348,1000mmpm,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,tool_diameter * 0.5,1.0mm
Setup10 (5),2D Pocket6 (17),pocket2d,#27 - Ø14mm flat (14mm Flat HSS-2F),9702.08533088192962,3205.73902987043402,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),2D Pocket6 (18),pocket2d,#27 - Ø14mm flat (14mm Flat HSS-2F),9702.08533088192962,3205.73902987043402,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),2D Contour1 (17),contour2d,#27 - Ø14mm flat (14mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),2D Contour19 (5),contour2d,#6 - Ø8mm flat (16mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),2D Contour10,contour2d,#36 - Ø20mm flat (20-2F),4851.04266544096845,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
Setup10 (5),2D Contour10 (2),contour2d,#27 - Ø13.85mm flat (14mm Flat HSS-2F),4851.04266544097391,551.18576986172332,tool_diameter * Math.PI * tool_spindleSpeed,tool_fluteLength / 2,10.,3.03973536813053
